date,topic,clicks,impressions
2026-08-17,irrelevant_ukr,0,1
2026-08-17,leads_automation,0,38
2026-08-17,other,0,14
2026-08-17,seo,0,96
2026-08-17,smm,0,17
2026-08-17,telegram_bots,0,5
2026-08-17,webdev,0,6
2026-08-17,whatsapp_bots,0,4
2026-08-18,ai_general,0,2
2026-08-18,chatbot_dev,0,11
2026-08-18,chatgpt_download,3,270
2026-08-18,chatgpt_login,0,74
2026-08-18,chatgpt_online,1,65
2026-08-18,chatgpt_translate,0,6
2026-08-18,digital_marketing,0,15
2026-08-18,instagram_bots,0,4
2026-08-18,irrelevant_ukr,0,3
2026-08-18,leads_automation,0,13
2026-08-18,other,0,7
2026-08-18,seo,0,39
2026-08-18,smm,0,6
2026-08-18,telegram_bots,0,4
2026-08-18,webdev,0,2
2026-08-18,whatsapp_bots,0,1
2026-08-19,ai_general,0,2
2026-08-19,chatbot_dev,0,8
2026-08-19,chatgpt_download,0,289
2026-08-19,chatgpt_login,0,82
2026-08-19,chatgpt_online,1,38
2026-08-19,chatgpt_translate,0,4
2026-08-19,digital_marketing,0,16
2026-08-19,instagram_bots,0,5
2026-08-19,irrelevant_ukr,0,2
2026-08-19,leads_automation,0,20
2026-08-19,other,0,7
2026-08-19,seo,0,24
2026-08-19,smm,0,8
2026-08-19,telegram_bots,0,3
2026-08-19,webdev,0,2
2026-08-20,ai_general,0,1
2026-08-20,chatbot_dev,0,15
2026-08-20,chatgpt_download,2,286
2026-08-20,chatgpt_login,0,37
2026-08-20,chatgpt_online,0,71
2026-08-20,chatgpt_payment,0,4
2026-08-20,chatgpt_translate,0,2
2026-08-20,digital_marketing,0,8
2026-08-20,instagram_bots,0,4
2026-08-20,irrelevant_ukr,0,2
2026-08-20,leads_automation,0,65
2026-08-20,other,0,7
2026-08-20,seo,0,45
2026-08-20,smm,0,10
2026-08-20,telegram_bots,0,4
2026-08-20,webdev,0,2
2026-08-21,brand,1,4
2026-08-21,chatbot_dev,0,18
2026-08-21,chatgpt_alternatives,0,2
2026-08-21,chatgpt_download,0,289
2026-08-21,chatgpt_login,0,41
2026-08-21,chatgpt_online,4,96
2026-08-21,chatgpt_translate,0,1
2026-08-21,digital_marketing,0,19
2026-08-21,instagram_bots,0,2
2026-08-21,irrelevant_ukr,0,2
2026-08-21,leads_automation,0,28
2026-08-21,other,0,7
2026-08-21,seo,0,31
2026-08-21,smm,0,10
2026-08-21,telegram_ads,0,2
2026-08-21,telegram_bots,0,4
2026-08-21,webdev,0,2
2026-08-21,whatsapp_bots,0,2
2026-08-22,chatbot_dev,0,9
2026-08-22,chatgpt_download,2,278
2026-08-22,chatgpt_login,0,55
2026-08-22,chatgpt_online,0,91
2026-08-22,chatgpt_payment,0,1
2026-08-22,digital_marketing,0,4
2026-08-22,instagram_bots,0,10
2026-08-22,irrelevant_ukr,0,1
2026-08-22,leads_automation,0,9
2026-08-22,other,0,3
2026-08-22,seo,0,56
2026-08-22,smm,0,1
2026-08-22,telegram_bots,0,4
2026-08-22,webdev,0,3
2026-08-22,whatsapp_bots,0,3
2026-08-23,ai_general,0,6
2026-08-23,brand,2,2
2026-08-23,chatbot_dev,0,9
2026-08-23,chatgpt_download,6,294
2026-08-23,chatgpt_login,0,84
2026-08-23,chatgpt_online,2,130
2026-08-23,chatgpt_payment,0,2
2026-08-23,chatgpt_prompts,0,4
2026-08-23,digital_marketing,0,11
2026-08-23,instagram_bots,0,3
2026-08-23,leads_automation,0,51
2026-08-23,other,0,9
2026-08-23,seo,0,117
2026-08-23,smm,0,44
2026-08-23,telegram_ads,0,1
2026-08-23,telegram_bots,0,2
2026-08-23,webdev,1,8
2026-08-23,whatsapp_bots,0,2
2026-08-24,ai_general,0,2
2026-08-24,chatbot_dev,0,10
2026-08-24,chatgpt_download,3,324
2026-08-24,chatgpt_login,0,251
2026-08-24,chatgpt_online,3,183
2026-08-24,chatgpt_payment,0,1
2026-08-24,chatgpt_translate,0,2
2026-08-24,digital_marketing,0,4
2026-08-24,instagram_bots,0,2
2026-08-24,leads_automation,0,51
2026-08-24,other,0,2
2026-08-24,seo,0,89
2026-08-24,smm,0,4
2026-08-24,telegram_bots,0,1
2026-08-24,webdev,0,18
2026-08-24,whatsapp_bots,0,1
2026-08-25,ai_general,0,2
2026-08-25,chatbot_dev,0,7
2026-08-25,chatgpt_alternatives,0,1
2026-08-25,chatgpt_download,10,418
2026-08-25,chatgpt_login,0,419
2026-08-25,chatgpt_online,1,246
2026-08-25,chatgpt_prompts,0,3
2026-08-25,chatgpt_translate,0,6
2026-08-25,digital_marketing,0,22
2026-08-25,instagram_bots,0,5
2026-08-25,leads_automation,0,35
2026-08-25,other,0,9
2026-08-25,seo,0,100
2026-08-25,smm,1,15
2026-08-25,telegram_ads,0,3
2026-08-25,telegram_bots,0,6
2026-08-25,webdev,0,2
2026-08-25,whatsapp_bots,0,3
2026-08-26,ai_general,0,2
2026-08-26,brand,0,1
2026-08-26,chatbot_dev,0,4
2026-08-26,chatgpt_download,5,350
2026-08-26,chatgpt_login,0,299
2026-08-26,chatgpt_online,4,186
2026-08-26,chatgpt_payment,0,1
2026-08-26,chatgpt_translate,0,3
2026-08-26,digital_marketing,0,4
2026-08-26,instagram_bots,0,1
2026-08-26,leads_automation,0,27
2026-08-26,other,0,14
2026-08-26,seo,0,75
2026-08-26,smm,0,6
2026-08-26,telegram_bots,0,4
2026-08-26,webdev,0,3
2026-08-26,whatsapp_bots,0,3
2026-08-27,ai_general,1,4
2026-08-27,brand,0,1
2026-08-27,chatbot_dev,0,20
2026-08-27,chatgpt_alternatives,0,1
2026-08-27,chatgpt_download,6,448
2026-08-27,chatgpt_login,3,265
2026-08-27,chatgpt_online,2,201
2026-08-27,chatgpt_payment,0,1
2026-08-27,chatgpt_prompts,0,5
2026-08-27,chatgpt_translate,0,7
2026-08-27,digital_marketing,0,6
2026-08-27,instagram_bots,0,5
2026-08-27,irrelevant_ukr,0,3
2026-08-27,leads_automation,0,78
2026-08-27,other,0,16
2026-08-27,seo,0,120
2026-08-27,smm,0,13
2026-08-27,telegram_bots,0,5
2026-08-27,webdev,0,7
2026-08-28,ai_general,0,6
2026-08-28,chatbot_dev,0,6
2026-08-28,chatgpt_download,4,366
2026-08-28,chatgpt_login,0,133
2026-08-28,chatgpt_online,5,227
2026-08-28,chatgpt_payment,1,1
2026-08-28,chatgpt_prompts,1,3
2026-08-28,chatgpt_translate,0,16
2026-08-28,digital_marketing,0,3
2026-08-28,instagram_bots,0,4
2026-08-28,irrelevant_ukr,0,2
2026-08-28,leads_automation,0,29
2026-08-28,other,0,17
2026-08-28,seo,0,192
2026-08-28,smm,0,8
2026-08-28,telegram_ads,0,9
2026-08-28,telegram_bots,0,3
2026-08-29,ai_general,0,1
2026-08-29,brand,1,1
2026-08-29,chatbot_dev,0,6
2026-08-29,chatgpt_download,8,334
2026-08-29,chatgpt_login,1,224
2026-08-29,chatgpt_online,3,218
2026-08-29,chatgpt_payment,0,1
2026-08-29,chatgpt_prompts,1,2
2026-08-29,chatgpt_translate,0,15
2026-08-29,digital_marketing,0,4
2026-08-29,instagram_bots,0,9
2026-08-29,irrelevant_ukr,0,1
2026-08-29,leads_automation,0,6
2026-08-29,other,0,8
2026-08-29,seo,0,49
2026-08-29,smm,0,8
2026-08-29,telegram_bots,0,3
2026-08-29,webdev,0,1
2026-08-29,whatsapp_bots,0,4
2026-08-30,ai_general,0,7
2026-08-30,brand,0,1
2026-08-30,chatbot_dev,0,10
2026-08-30,chatgpt_download,9,435
2026-08-30,chatgpt_login,1,250
2026-08-30,chatgpt_online,1,234
2026-08-30,chatgpt_prompts,0,3
2026-08-30,chatgpt_translate,0,14
2026-08-30,digital_marketing,0,3
2026-08-30,instagram_bots,0,4
2026-08-30,leads_automation,0,43
2026-08-30,other,0,11
2026-08-30,seo,0,57
2026-08-30,smm,0,18
2026-08-30,telegram_ads,0,1
2026-08-30,telegram_bots,0,2
2026-08-30,whatsapp_bots,0,1
2026-08-31,ai_general,0,4
2026-08-31,chatbot_dev,0,8
2026-08-31,chatgpt_download,10,490
2026-08-31,chatgpt_login,2,180
2026-08-31,chatgpt_online,2,285
2026-08-31,chatgpt_payment,1,3
2026-08-31,chatgpt_prompts,0,2
2026-08-31,chatgpt_translate,0,14
2026-08-31,digital_marketing,0,12
2026-08-31,instagram_bots,0,8
2026-08-31,leads_automation,0,54
2026-08-31,other,0,26
2026-08-31,seo,0,82
2026-08-31,smm,0,10
2026-08-31,telegram_ads,0,11
2026-08-31,telegram_bots,0,6
2026-08-31,webdev,0,16
2026-08-31,whatsapp_bots,0,5
2026-09-01,ai_general,0,2
2026-09-01,chatbot_dev,0,6
2026-09-01,chatgpt_download,9,417
2026-09-01,chatgpt_login,0,368
2026-09-01,chatgpt_online,4,292
2026-09-01,chatgpt_payment,0,1
2026-09-01,chatgpt_prompts,0,4
2026-09-01,chatgpt_translate,0,13
2026-09-01,digital_marketing,0,14
2026-09-01,instagram_bots,0,4
2026-09-01,leads_automation,0,35
2026-09-01,other,0,12
2026-09-01,seo,0,151
2026-09-01,smm,0,28
2026-09-01,telegram_ads,0,1
2026-09-01,telegram_bots,0,2
2026-09-01,webdev,0,5
2026-09-01,whatsapp_bots,0,3
2026-09-02,ai_general,0,5
2026-09-02,chatbot_dev,0,13
2026-09-02,chatgpt_download,7,773
2026-09-02,chatgpt_login,10,2090
2026-09-02,chatgpt_online,7,558
2026-09-02,chatgpt_payment,0,2
2026-09-02,chatgpt_prompts,0,4
2026-09-02,chatgpt_translate,1,28
2026-09-02,digital_marketing,0,2
2026-09-02,instagram_bots,0,4
2026-09-02,leads_automation,0,45
2026-09-02,other,0,22
2026-09-02,seo,0,42
2026-09-02,smm,0,5
2026-09-02,telegram_bots,0,4
2026-09-02,webdev,0,2
2026-09-02,whatsapp_bots,0,2
2026-09-03,ai_general,0,3
2026-09-03,chatbot_dev,0,10
2026-09-03,chatgpt_download,14,1019
2026-09-03,chatgpt_login,14,2776
2026-09-03,chatgpt_online,5,798
2026-09-03,chatgpt_payment,1,2
2026-09-03,chatgpt_prompts,0,2
2026-09-03,chatgpt_translate,1,77
2026-09-03,digital_marketing,0,10
2026-09-03,instagram_bots,0,5
2026-09-03,leads_automation,0,30
2026-09-03,other,0,17
2026-09-03,seo,0,76
2026-09-03,smm,0,23
2026-09-03,telegram_ads,0,12
2026-09-03,telegram_bots,0,5
2026-09-03,webdev,0,4
2026-09-04,brand,0,1
2026-09-04,chatbot_dev,0,9
2026-09-04,chatgpt_download,15,735
2026-09-04,chatgpt_login,7,2095
2026-09-04,chatgpt_online,4,523
2026-09-04,chatgpt_payment,2,4
2026-09-04,chatgpt_translate,0,48
2026-09-04,digital_marketing,0,1
2026-09-04,instagram_bots,0,9
2026-09-04,leads_automation,0,40
2026-09-04,other,0,15
2026-09-04,seo,0,160
2026-09-04,smm,0,11
2026-09-04,telegram_ads,0,2
2026-09-04,webdev,0,4
2026-09-04,whatsapp_bots,0,9
2026-09-05,ai_general,0,1
2026-09-05,brand,1,1
2026-09-05,chatbot_dev,0,7
2026-09-05,chatgpt_download,11,518
2026-09-05,chatgpt_login,9,1614
2026-09-05,chatgpt_online,8,338
2026-09-05,chatgpt_prompts,0,4
2026-09-05,chatgpt_translate,0,23
2026-09-05,digital_marketing,0,6
2026-09-05,instagram_bots,0,11
2026-09-05,leads_automation,0,12
2026-09-05,other,0,3
2026-09-05,seo,0,56
2026-09-05,smm,0,1
2026-09-05,telegram_ads,0,2
2026-09-05,telegram_bots,0,5
2026-09-05,webdev,0,2
2026-09-05,whatsapp_bots,0,3
2026-09-06,ai_general,0,1
2026-09-06,chatbot_dev,0,15
2026-09-06,chatgpt_download,17,833
2026-09-06,chatgpt_login,10,2554
2026-09-06,chatgpt_online,5,469
2026-09-06,chatgpt_payment,0,2
2026-09-06,chatgpt_prompts,0,1
2026-09-06,chatgpt_translate,0,15
2026-09-06,digital_marketing,0,5
2026-09-06,instagram_bots,0,11
2026-09-06,leads_automation,0,56
2026-09-06,other,0,14
2026-09-06,seo,0,77
2026-09-06,smm,0,7
2026-09-06,telegram_ads,0,15
2026-09-06,telegram_bots,0,2
2026-09-06,webdev,0,3
2026-09-06,whatsapp_bots,0,1
2026-09-07,ai_general,0,13
2026-09-07,chatbot_dev,0,11
2026-09-07,chatgpt_download,12,795
2026-09-07,chatgpt_login,7,2359
2026-09-07,chatgpt_online,3,424
2026-09-07,chatgpt_prompts,0,1
2026-09-07,chatgpt_translate,1,14
2026-09-07,digital_marketing,0,2
2026-09-07,instagram_bots,0,14
2026-09-07,irrelevant_ukr,0,2
2026-09-07,leads_automation,0,69
2026-09-07,other,0,23
2026-09-07,seo,0,46
2026-09-07,smm,0,13
2026-09-07,telegram_ads,0,2
2026-09-07,telegram_bots,0,7
2026-09-07,webdev,0,3
2026-09-07,whatsapp_bots,0,3
2026-09-08,ai_general,0,4
2026-09-08,chatbot_dev,0,10
2026-09-08,chatgpt_download,10,905
2026-09-08,chatgpt_login,11,2564
2026-09-08,chatgpt_online,1,527
2026-09-08,chatgpt_payment,0,2
2026-09-08,chatgpt_translate,0,31
2026-09-08,digital_marketing,0,3
2026-09-08,instagram_bots,0,4
2026-09-08,irrelevant_ukr,0,2
2026-09-08,leads_automation,0,20
2026-09-08,other,0,23
2026-09-08,seo,0,13
2026-09-08,smm,0,21
2026-09-08,telegram_ads,0,3
2026-09-08,telegram_bots,0,3
2026-09-08,webdev,0,2
2026-09-09,ai_general,0,5
2026-09-09,brand,0,3
2026-09-09,chatbot_dev,0,6
2026-09-09,chatgpt_download,17,989
2026-09-09,chatgpt_login,10,2678
2026-09-09,chatgpt_online,2,451
2026-09-09,chatgpt_prompts,0,1
2026-09-09,chatgpt_translate,1,39
2026-09-09,digital_marketing,0,9
2026-09-09,instagram_bots,0,2
2026-09-09,irrelevant_ukr,0,2
2026-09-09,leads_automation,0,45
2026-09-09,other,0,23
2026-09-09,seo,0,34
2026-09-09,smm,0,16
2026-09-09,telegram_ads,0,14
2026-09-09,telegram_bots,0,4
2026-09-09,webdev,0,2
2026-09-09,whatsapp_bots,0,1
2026-09-10,ai_general,0,1
2026-09-10,brand,1,3
2026-09-10,chatbot_dev,0,26
2026-09-10,chatgpt_download,22,836
2026-09-10,chatgpt_login,14,2827
2026-09-10,chatgpt_online,5,410
2026-09-10,chatgpt_payment,0,1
2026-09-10,chatgpt_prompts,0,4
2026-09-10,chatgpt_translate,1,14
2026-09-10,digital_marketing,0,3
2026-09-10,instagram_bots,0,5
2026-09-10,irrelevant_ukr,0,1
2026-09-10,leads_automation,0,14
2026-09-10,other,0,20
2026-09-10,seo,0,6
2026-09-10,smm,0,3
2026-09-10,telegram_ads,0,2
2026-09-10,telegram_bots,0,11
2026-09-10,webdev,0,4
2026-09-11,ai_general,0,2
2026-09-11,brand,0,1
2026-09-11,chatbot_dev,0,16
2026-09-11,chatgpt_download,20,966
2026-09-11,chatgpt_login,10,3083
2026-09-11,chatgpt_online,10,461
