query,page,clicks,impressions,ctr,position
ai менеджеры,https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,0,3,0,24.333333333333332
ai обработка заявок,https://gptbot.uz/ru/ai-chat-dlya-sayta-polzovatel-zayavki/,0,1,0,92
ai обработка заявок,https://gptbot.uz/ru/avtomatizatsiya-zayavok/,0,2,0,67.5
ai продавец,https://gptbot.uz/ru/ai-prodavec/,0,4,0,20.75
ai продавец,https://gptbot.uz/ru/blog/ai-prodavec-i-otdel-prodazh/,0,3,0,17.666666666666668
ai продавец,https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,0,2,0,47.5
ai11179,https://gptbot.uz/ru/,0,3,0,3.3333333333333335
ai60670,https://gptbot.uz/ru/,0,1,0,4
ai62911,https://gptbot.uz/ru/gpt-chat/,0,1,0,10
ai67014,https://gptbot.uz/ru/,0,3,0,6.666666666666667
ai67024,https://gptbot.uz/ru/,0,3,0,7.666666666666667
ai67039,https://gptbot.uz/ru/,0,1,0,6
ai67050,https://gptbot.uz/,0,1,0,10
ai67067,https://gptbot.uz/,0,2,0,9.5
ai67069,https://gptbot.uz/,0,1,0,5
ai67069,https://gptbot.uz/ru/,0,1,0,4
ai67076,https://gptbot.uz/ru/,0,2,0,5.5
ai67089,https://gptbot.uz/ru/,0,2,0,8
ai67090,https://gptbot.uz/,0,1,0,4
ai67109,https://gptbot.uz/ru/,0,1,0,10
ai67189,https://gptbot.uz/ru/,0,2,0,8
ai67226,https://gptbot.uz/ru/gpt-chat/,0,1,0,8
ai67545,https://gptbot.uz/,0,1,0,10
ai67622,https://gptbot.uz/ru/,0,1,0,6
ai67623,https://gptbot.uz/ru/gpt-chat/,0,1,0,5
ai67628,https://gptbot.uz/ru/gpt-chat/,0,1,0,4
ai67901,https://gptbot.uz/ru/gpt-chat/,0,1,0,10
ai67903,https://gptbot.uz/,0,1,0,9
ai67903,https://gptbot.uz/ru/,0,1,0,9
ai67905,https://gptbot.uz/ru/gpt-chat/,0,1,0,9
ai67963,https://gptbot.uz/,0,1,0,10
ai67963,https://gptbot.uz/ru/,0,1,0,10
ai67990,https://gptbot.uz/ru/,0,1,0,9
ai67991,https://gptbot.uz/ru/,0,2,0,9
ai67997,https://gptbot.uz/ru/,0,2,0,10
ai68339,https://gptbot.uz/ru/,0,1,0,6
ai97547,https://gptbot.uz/ru/,0,1,0,10
al chat что это,https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,0,3,0,10.666666666666666
ammocrm,https://gptbot.uz/uz/blog/ai-bot-narxlari-va-tariflari-b2c-uchun/,0,1,0,9
arzon sifatli veb sayt yaratish xizmati,https://gptbot.uz/uz/sayt-yaratish/,0,2,0,75
audit digital marketing,https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,0,1,0,2
bepul chatgpt,https://gptbot.uz/ru/gpt-chat/,0,3,0,5
bepul sayt yaratish,https://gptbot.uz/uz/blog/bepul-sayt-yaratish-yoki-buyurtma/,0,1,0,10
bitrich ai bot,https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/,0,1,0,9
boss digital,https://gptbot.uz/boss-digital/,0,1,0,5
bot direct instagram,https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,0,2,0,24
bot direct instagram,https://gptbot.uz/ru/instagram-direct-bot/,0,2,0,10
botlar,https://gptbot.uz/uz/,0,1,0,6
cajgbt,https://gptbot.uz/ru/gpt-chat/,0,1,0,2
cakecity,https://gptbot.uz/ru/blog/keys-cake-city-platforma-kondirterskoy/,0,2,0,7
chach gpt,https://gptbot.uz/ru/gpt-chat/,0,4,0,5.25
chachi piti uzb,https://gptbot.uz/ru/gpt-chat/,0,2,0,3
chachi piti uzb,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,11,0,8.181818181818182
chachi piti uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,9
chachipiti online,https://gptbot.uz/ru/gpt-chat/,0,2,0,6
chachipiti oʻzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,161,0,8.298136645962732
chachipiti yuklash,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,2,0,9
chaji piti,https://gptbot.uz/ru/gpt-chat/,0,5,0,8
chaji piti online,https://gptbot.uz/ru/gpt-chat/,0,43,0,5.8604651162790695
chaji piti uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,16,0,8.25
chap dpt,https://gptbot.uz/ru/gpt-chat/,0,6,0,8
chap jtp,https://gptbot.uz/ru/gpt-chat/,0,1,0,4
chat chipiti online,https://gptbot.uz/ru/gpt-chat/,0,37,0,6.297297297297297
chat gibit,https://gptbot.uz/ru/gpt-chat/,0,4,0,3.5
chat gpt 4 uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,2,0,10
chat gpt 4 uzbekistan,https://gptbot.uz/ru/gpt-chat/,0,30,0,6.166666666666667
chat gpt kirish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,33,0,7.757575757575758
chat gpt kirish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,10,0,9.2
chat gpt kodlari,https://gptbot.uz/uz/gpt-uzbek-tilida-ai-chat/,0,2,0,6.5
chat gpt ozbekcha,https://gptbot.uz/ru/gpt-chat/,0,8,0,3.625
chat gpt oʻrnatish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,8
chat gpt oʻzbekcha,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,8,0,7.625
chat gpt promtlar,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,5,0,2.6
chat gpt uz,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,32,0,5.21875
chat gpt uzb,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,10,0,6.9
chat gpt uzbek,https://gptbot.uz/uz/blog/chat-gpt-uzbek-biznes-uchun/,0,1,0,10
chat gpt uzbek,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,34,0,5.0588235294117645
chat gpt uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0,10
chat gpt uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,44,0,5.363636363636363
chat gpt uzbekcha,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0,84
chat gpt yuklab olish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,25,0,7.04
chat gpt yuklash,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,49
chat gpt боты телеграм,https://gptbot.uz/ru/blog/kak-podklyuchit-chatgpt-k-telegram-botu/,0,1,0,71
chat gpt на узбекском языке,https://gptbot.uz/ru/gpt-chat/,0,1,0,3
chat gpt расшифровка,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,5,0,9.6
chat ptgt,https://gptbot.uz/ru/gpt-chat/,0,1,0,6
chat uzbek,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,5,0,5.4
chatbot crm,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,2,0,25
chatbot for crm,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,1,0,57
chatbot versus chatgpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0,82
chatbot vs gpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0,77
chatga bitta,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,6,0,3.5
chatgpt 4 uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,21,0,9.142857142857142
chatgpt 4 uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0,10
chatgpt 4 uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,90,0,9.1
chatgpt 4 uzbek tilida skachat,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,4,0,10
chatgpt bepul,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,18,0,8.11111111111111
chatgpt bepul kirish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,17
chatgpt bilan gaplashish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,2,0,8.5
chatgpt biznes,https://gptbot.uz/uz/blog/chat-gpt-uzbek-biznes-uchun/,0,2,0,6
chatgpt ga kirish,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,25,0,8.24
chatgpt ga kirish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,95,0,7.88421052631579
chatgpt ga kirish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,2,0,10
chatgpt ga yozish,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,1,0,1
chatgpt ga yozish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,5,0,9.4
chatgpt ga yozish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,2,0,10
chatgpt gaplashish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,8
chatgpt ishlatish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,6
chatgpt kirish,https://gptbot.uz/ru/gpt-chat/,0,1,0,6
chatgpt kirish login,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,4,0,9
chatgpt kirish login,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,7,0,9.142857142857142
chatgpt kirish uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,64,0,8
chatgpt kirish uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,7
chatgpt o,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,8,0,5.5
chatgpt o rnatish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,9,0,5.333333333333333
chatgpt o rnatish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,1,0,4
chatgpt o zbekcha tarjimon,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,4,0,7
chatgpt o'rnatish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,5,0,7.6
chatgpt o'zbek tilida,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,10
chatgpt o'zbek tilida,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0,10
chatgpt o'zbek tilida,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,4,0,9
chatgpt o'zbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,3,0,3.3333333333333335
chatgpt o'zbekcha,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,3,0,8.333333333333332
chatgpt o'zbekcha tarjimon,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,23,0,9.478260869565217
chatgpt ochish uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,23,0,7.173913043478261
chatgpt ochish uzbek tilida,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,322,0,6.071428571428571
chatgpt ochish uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,26,0,6.230769230769231
chatgpt onlayn,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,6,0,4.833333333333334
chatgpt online,https://gptbot.uz/ru/gpt-chat/,0,1,0,3
chatgpt online chat,https://gptbot.uz/ru/gpt-chat/,0,1,0,4
chatgpt online kirish,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,17,0,6.9411764705882355
chatgpt online kirish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,101,0,5.237623762376238
chatgpt online kirish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,28,0,5.928571428571429
chatgpt online uzbek tilida,https://gptbot.uz/ru/gpt-chat/,0,1,0,7
chatgpt ozbekcha,https://gptbot.uz/ru/gpt-chat/,0,137,0,5.518248175182482
chatgpt ozbekcha,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,5
chatgpt oʻrnatish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,21,0,8.571428571428571
chatgpt oʻzbek tilida,https://gptbot.uz/ru/gpt-chat/,0,5,0,8.6
chatgpt oʻzbekcha tarjimon,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,25,0,6.04
chatgpt plus price uzbekistan,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,0,1,0,1
chatgpt promptlari,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0,5
chatgpt savol javob,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,2,0,1
chatgpt savol javob,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,9
chatgpt sayt,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,3,0,7
chatgpt saytiga kirish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,9,0,5.555555555555555
chatgpt saytiga kirish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,5
chatgpt skachat qilish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,37,0,8.702702702702702
chatgpt skachat uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,11,0,5
chatgpt tarjima,https://gptbot.uz/ru/gpt-chat/,0,13,0,5.461538461538462
chatgpt tekin versiyasi,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,7
chatgpt uz,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,0,1,0,7
chatgpt uzb,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,29,0,6.137931034482759
chatgpt uzbek,https://gptbot.uz/ru/gpt-chat/,0,3,0,3.3333333333333335
chatgpt uzbek,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,99,0,6.696969696969697
chatgpt uzbek tilida,https://gptbot.uz/ru/gpt-chat/,0,11,0,7.545454545454546
chatgpt uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida-ai-chat/,0,3,0,31
chatgpt uzbek tilida gaplashish,https://gptbot.uz/ru/gpt-chat/,0,1,0,10
chatgpt uzbek tilida gaplashish,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,21,0,9.666666666666666
chatgpt uzbek tilida online,https://gptbot.uz/ru/gpt-chat/,0,34,0,8.970588235294118
chatgpt uzbek tilida online,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,4,0,13.5
chatgpt uzbek tilida online,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,1,0,7
chatgpt uzbek tilida online ko rish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,22,0,7.363636363636363
chatgpt uzbek tilida skachat,https://gptbot.uz/ru/gpt-chat/,0,1,0,10
chatgpt uzbek tilida skachat,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,41,0,7.195121951219512
chatgpt uzbek tilida skachat,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,60,0,8.166666666666668
chatgpt uzbekcha,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0,32
chatgpt uzbekcha bepul,https://gptbot.uz/ru/gpt-chat/,0,27,0,5.37037037037037
chatgpt uzbekcha bepul,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,3,0,6.333333333333333
chatgpt uzbekcha online,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,68,0,6.352941176470588
chatgpt uzbekcha скачать,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,67,0,7.447761194029851
chatgpt uzbekistan,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,0,1,0,10
chatgpt uzbekistan,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,71,0,5.535211267605634
chatgpt yo,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0,8
chatgpt yozish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,34,0,8.911764705882353
chatgpt yuklab olish kompyuter uchun,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,132,0,7.204545454545454
chatgpt yuklab olish uzbek tilida,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,37,0,10.594594594594595
chatgpt õzbekcha,https://gptbot.uz/ru/gpt-chat/,0,1,0,8
chatgpt õzbekcha,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,2,0,9.5
chatgpt õzbekcha,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,47,0,7.1063829787234045
chatgpt на узбекском,https://gptbot.uz/ru/blog/analogi-chatgpt-kotorye-rabotayut-v-uzbekistane/,0,1,0,11
chatgpt на узбекском,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,0,2,0,6.5
