page,country,clicks,impressions,ctr,position
https://gptbot.uz/ru/gpt-chat/,tkm,1,5,0.2,6
https://gptbot.uz/ru/gpt-chat/,usa,1,5,0.2,4.8
https://gptbot.uz/ru/razrabotka-saytov-tashkent/,uzb,1,30,0.03333333333333333,40.86666666666667
https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,rus,1,73,0.0136986301369863,8.643835616438356
https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,twn,1,4,0.25,9
https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,blr,1,6,0.16666666666666666,6.5
https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,isr,1,11,0.09090909090909091,4.727272727272727
https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,kaz,1,38,0.02631578947368421,6.7105263157894735
https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,tkm,1,9,0.1111111111111111,4.777777777777778
https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,rus,1,3,0.3333333333333333,6.666666666666667
https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,uzb,1,79,0.012658227848101266,7.037974683544304
https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,hrv,1,1,1,2
https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,kor,1,38,0.02631578947368421,6.473684210526316
https://gptbot.uz/uz/gpt-uzbek-tilida/,tur,1,23,0.043478260869565216,6.3478260869565215
https://gptbot.uz/boss-digital/,uzb,0,7,0,79.71428571428571
https://gptbot.uz/ru/,uzb,0,42,0,16.357142857142858
https://gptbot.uz/ru/ai-bot-dlya-biznesa/,uzb,0,2,0,77
https://gptbot.uz/ru/ai-bot-dlya-kliniki/,rus,0,19,0,25.789473684210527
https://gptbot.uz/ru/ai-bot-dlya-kliniki/,uzb,0,1,0,3
https://gptbot.uz/ru/ai-bot-dlya-magazina/,ukr,0,2,0,34
https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/,kaz,0,1,0,9
https://gptbot.uz/ru/ai-chat-dlya-sayta-polzovatel-zayavki/,rus,0,1,0,92
https://gptbot.uz/ru/ai-chat-dlya-sayta/,kaz,0,1,0,18
https://gptbot.uz/ru/ai-chat-dlya-sayta/,rus,0,5,0,47
https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,rus,0,5,0,70.4
https://gptbot.uz/ru/ai-prodavec/,ukr,0,4,0,20.75
https://gptbot.uz/ru/ai-prodavec/,uzb,0,1,0,7
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,arg,0,3,0,10.333333333333334
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,gbr,0,1,0,15
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,rou,0,1,0,29
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,rus,0,7,0,61.57142857142857
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,ukr,0,6,0,55.5
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,uzb,0,11,0,18.727272727272727
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,blr,0,2,0,16.5
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,kaz,0,2,0,25
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,rus,0,15,0,57.6
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,ukr,0,18,0,48.611111111111114
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,zaf,0,1,0,11
https://gptbot.uz/ru/avtor-boris-gerasimov/,nld,0,1,0,7
https://gptbot.uz/ru/avtor-boris-gerasimov/,rus,0,1,0,10
https://gptbot.uz/ru/blog/,ukr,0,18,0,84.5
https://gptbot.uz/ru/blog/,uzb,0,7,0,93.85714285714286
https://gptbot.uz/ru/blog/ai-bot-dlya-biznesa-v-uzbekistane/,uzb,0,3,0,101.33333333333333
https://gptbot.uz/ru/blog/ai-bot-dlya-salona-krasoty-uzb-podklyuchenie-scenarii-ogranicheniya/,uzb,0,1,0,6
https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,kgz,0,1,0,10
https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,uzb,0,6,0,11.5
https://gptbot.uz/ru/blog/ai-menedzher-dlya-instagram/,rus,0,1,0,60
https://gptbot.uz/ru/blog/ai-prodavec-i-otdel-prodazh/,rus,0,3,0,47.333333333333336
https://gptbot.uz/ru/blog/ai-prodavec-i-otdel-prodazh/,ukr,0,1,0,10
https://gptbot.uz/ru/blog/analogi-chatgpt-kotorye-rabotayut-v-uzbekistane/,swe,0,1,0,11
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,aze,0,1,0,40
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,blr,0,2,0,24.5
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,kwt,0,1,0,36
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,rus,0,4,0,85
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,ukr,0,13,0,49.84615384615385
https://gptbot.uz/ru/blog/chat-bot-chto-eto-vidy-i-kak-vybrat/,ukr,0,2,0,91
https://gptbot.uz/ru/blog/chat-bot-dlya-sayta/,rus,0,1,0,82
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,blr,0,1,0,11
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,deu,0,1,0,9
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,rus,0,6,0,44
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,swe,0,1,0,1
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,tur,0,1,0,8
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,ukr,0,6,0,30.5
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,uzb,0,3,0,9.666666666666666
https://gptbot.uz/ru/blog/chat-gpt-online/,rus,0,3,0,32.33333333333333
https://gptbot.uz/ru/blog/chat-gpt-online/,ukr,0,1,0,74
https://gptbot.uz/ru/blog/chat-gpt-online/,uzb,0,1,0,10
https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,nld,0,1,0,1
https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,rus,0,28,0,54.32142857142857
https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,uzb,0,11,0,6.636363636363637
https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,rus,0,3,0,3.6666666666666665
https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,uzb,0,32,0,2.96875
https://gptbot.uz/ru/blog/chatgpt-ili-ai-bot-dlya-biznesa/,rus,0,2,0,60.5
https://gptbot.uz/ru/blog/chto-takoe-ai-bot-dlya-biznesa/,rus,0,7,0,98.14285714285714
https://gptbot.uz/ru/blog/chto-takoe-ai-bot-dlya-biznesa/,ukr,0,1,0,87
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,bgr,0,1,0,9
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,ind,0,1,0,44
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,rus,0,48,0,36.4375
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,ukr,0,7,0,25.285714285714285
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,usa,0,1,0,11
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,uzb,0,4,0,7.25
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,alb,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,are,0,1,0,7
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,arm,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,aze,0,1,0,8
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,bel,0,1,0,11
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,blr,0,49,0,23.632653061224488
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,bra,0,1,0,28
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,deu,0,2,0,11.5
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,dza,0,1,0,29
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,esp,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,est,0,1,0,11
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,irl,0,1,0,29
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,irn,0,2,0,9.5
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,isr,0,1,0,26
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,ita,0,2,0,22.5
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,jpn,0,2,0,12
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,kaz,0,9,0,17.11111111111111
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,kgz,0,4,0,7.75
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,kor,0,3,0,5
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,lva,0,4,0,11.75
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,mda,0,3,0,9.333333333333334
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,nld,0,1,0,11
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,phl,0,1,0,29
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,pol,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,rus,0,549,0,31.84335154826958
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,sau,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,swe,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,tha,0,3,0,13.333333333333334
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,tkm,0,1,0,12
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,ukr,0,144,0,33.951388888888886
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,uzb,0,38,0,9.921052631578947
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,vnm,0,1,0,11
https://gptbot.uz/ru/blog/chto-takoe-marketing-kit/,rus,0,29,0,29.137931034482758
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,are,0,13,0,69.07692307692308
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,arm,0,3,0,52.666666666666664
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,aut,0,1,0,11
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,bhr,0,1,0,57
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,cyp,0,17,0,59.05882352941177
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,cze,0,145,0,61.51034482758621
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,deu,0,45,0,60.24444444444445
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,esp,0,3,0,49.666666666666664
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,est,0,20,0,50.75
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,fra,0,12,0,62.833333333333336
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,gbr,0,145,0,58.213793103448275
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,geo,0,4,0,55.25
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,idn,0,4,0,73.5
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,isr,0,4,0,61.75
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,ita,0,10,0,66.2
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,jpn,0,5,0,62.4
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,kaz,0,6,0,64
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,lva,0,129,0,60.054263565891475
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,mda,0,47,0,59.46808510638298
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,nld,0,10,0,63.6
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,pak,0,1,0,56
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,pol,0,2,0,56
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,rus,0,254,0,80.92913385826772
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,tha,0,15,0,60.13333333333333
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,tur,0,12,0,61.083333333333336
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,ukr,0,439,0,60.84738041002278
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,usa,0,68,0,67.47058823529412
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,uzb,0,43,0,24.3953488372093
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,vnm,0,6,0,63.833333333333336
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,are,0,1,0,9
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,deu,0,2,0,8.5
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,gbr,0,1,0,1
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,isr,0,1,0,15
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,kaz,0,1,0,72
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,nor,0,2,0,8
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,rus,0,7,0,28.428571428571427
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,tha,0,1,0,10
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,ukr,0,19,0,27.789473684210527
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,usa,0,1,0,7
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,uzb,0,41,0,12.707317073170731
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,esp,0,2,0,7.5
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,fra,0,1,0,6
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,gbr,0,70,0,9.071428571428571
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,geo,0,1,0,19
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,lva,0,1,0,8
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,mda,0,1,0,22
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,nld,0,3,0,10
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,rus,0,38,0,28.55263157894737
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,swe,0,1,0,11
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,tjk,0,1,0,7
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,ukr,0,5,0,26.6
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,usa,0,1,0,10
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,uzb,0,11,0,40.09090909090909
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,gbr,0,2,0,67.5
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,rus,0,10,0,65.4
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,tur,0,3,0,65
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,ukr,0,1,0,33
https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,uzb,0,1,0,6
https://gptbot.uz/ru/blog/golosovoy-chat-s-ii-dlya-biznesa/,ukr,0,1,0,79
https://gptbot.uz/ru/blog/golosovoy-chat-s-ii-dlya-biznesa/,usa,0,1,0,24
https://gptbot.uz/ru/blog/google-ads-ili-yandeks-direkt-uzbekistan/,usa,0,1,0,7
https://gptbot.uz/ru/blog/google-maps-yandex-2gis-dlya-biznesa/,rus,0,1,0,77
https://gptbot.uz/ru/blog/google-maps-yandex-2gis-dlya-biznesa/,uzb,0,1,0,4
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,kgz,0,3,0,5.666666666666667
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,kor,0,1,0,7
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,rus,0,1,0,1
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,tjk,0,1,0,9
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,uzb,0,14,0,8
https://gptbot.uz/ru/blog/hosting-dlya-telegram-bota/,deu,0,1,0,11
https://gptbot.uz/ru/blog/hosting-dlya-telegram-bota/,pol,0,1,0,11
https://gptbot.uz/ru/blog/hosting-dlya-telegram-bota/,rus,0,4,0,83.75
https://gptbot.uz/ru/blog/hosting-dlya-telegram-bota/,uzb,0,1,0,11
https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,deu,0,1,0,25
https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,rus,0,23,0,30.47826086956522
https://gptbot.uz/ru/blog/kak-podklyuchit-chatgpt-k-telegram-botu/,rus,0,1,0,71
https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,rus,0,17,0,8.764705882352942
https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,ukr,0,2,0,68.5
https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,usa,0,1,0,8
https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,uzb,0,1,0,2
https://gptbot.uz/ru/blog/kak-vybrat-digital-agentstvo-v-tashkente/,uzb,0,8,0,33.25
https://gptbot.uz/ru/blog/kak-vybrat-razrabotchika-sayta-v-tashkente/,uzb,0,2,0,18.5
https://gptbot.uz/ru/blog/keys-cake-city-platforma-kondirterskoy/,kaz,0,1,0,10
https://gptbot.uz/ru/blog/keys-cake-city-platforma-kondirterskoy/,tjk,0,1,0,4
https://gptbot.uz/ru/blog/lending-korporativnyy-sayt-ili-internet-magazin/,rus,0,9,0,26.555555555555557
https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,nld,0,1,0,8
https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,rus,0,41,0,25.682926829268293
https://gptbot.uz/ru/blog/pochemu-biznes-teryaet-zayavki-iz-instagram-telegram/,npl,0,1,0,2
https://gptbot.uz/ru/blog/podderzhka-telegram-bota-posle-zapuska/,uzb,0,4,0,10
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,rus,0,2,0,9
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,tur,0,1,0,11
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,ukr,0,2,0,16.5
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,uzb,0,27,0,8.703703703703702
https://gptbot.uz/ru/blog/prodvizhenie-sayta-v-google-uzbekistan/,uzb,0,8,0,21.625
https://gptbot.uz/ru/blog/prodvizhenie-sayta-v-yandekse-uzbekistan/,ukr,0,1,0,18
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,bra,0,1,0,73
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,deu,0,1,0,82
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,fra,0,1,0,64
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,gbr,0,1,0,55
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,geo,0,1,0,57
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,idn,0,3,0,78
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,ind,0,5,0,72.6
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,jpn,0,1,0,65
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,kaz,0,1,0,58
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,ken,0,1,0,79
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,kgz,0,1,0,81
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,kwt,0,1,0,71
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,mar,0,1,0,68
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,pak,0,1,0,68
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,rus,0,15,0,70.93333333333334
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,tha,0,2,0,67.5
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,tur,0,4,0,65.75
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,ukr,0,6,0,90.16666666666667
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,ury,0,1,0,60
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,uzb,0,1,0,62
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,vnm,0,1,0,72
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,zaf,0,1,0,26
https://gptbot.uz/ru/blog/seo-ili-google-ads-chto-vybrat/,ukr,0,1,0,9
https://gptbot.uz/ru/blog/skolko-stoit-internet-reklama-uzbekistan-2026/,uzb,0,2,0,7
https://gptbot.uz/ru/blog/skolko-stoit-kontekstnaya-reklama-tashkent-2026/,uzb,0,3,0,6
https://gptbot.uz/ru/blog/skolko-stoit-razrabotka-sayta-v-tashkente/,uzb,0,5,0,44.2
https://gptbot.uz/ru/blog/skolko-stoit-seo-prodvizhenie-uzbekistan-2026/,kaz,0,1,0,3
https://gptbot.uz/ru/blog/skolko-stoit-seo-prodvizhenie-uzbekistan-2026/,uzb,0,16,0,16.4375
https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,uzb,0,16,0,9.5
https://gptbot.uz/ru/blog/skolko-stoit-sozdat-sayt-tashkent-2026/,uzb,0,1,0,55
https://gptbot.uz/ru/blog/stoimost-digital-marketinga-v-tashkente/,uzb,0,3,0,32
https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,uzb,0,35,0,24.857142857142858
https://gptbot.uz/ru/blog/stoimost-telegram-bota-dlya-biznesa-v-uzbekistane/,uzb,0,1,0,17
https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,rus,0,1,0,21
https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,ukr,0,68,0,47.779411764705884
https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,usa,0,1,0,25
https://gptbot.uz/ru/blog/telegram-ads-stoimost-i-zapusk-uzbekistan/,uzb,0,1,0,2
https://gptbot.uz/ru/blog/telegram-bot-dlya-zapisi-klientov/,rus,0,6,0,25.333333333333332
https://gptbot.uz/ru/blog/telegram-bot-na-python/,chl,0,2,0,30
https://gptbot.uz/ru/blog/telegram-bot-na-python/,chn,0,1,0,49
https://gptbot.uz/ru/blog/telegram-bot-na-python/,rus,0,2,0,41.5
https://gptbot.uz/ru/blog/telegram-bot-s-oplatoy-payme-click/,ukr,0,1,0,6
https://gptbot.uz/ru/blog/telegram-bot-s-oplatoy-payme-click/,uzb,0,3,0,6.333333333333333
https://gptbot.uz/ru/blog/telegram-mini-app-chto-eto/,rus,0,1,0,39
https://gptbot.uz/ru/blog/telegram-mini-app-chto-eto/,ukr,0,4,0,62.75
https://gptbot.uz/ru/blog/zakazat-telegram-bota/,uzb,0,1,0,70
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,kgz,0,1,0,63
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,ukr,0,102,0,66.20588235294117
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,uzb,0,4,0,89.25
