page,device,clicks,impressions,ctr,position
https://gptbot.uz/uz/gpt-uzbek-tilida-ai-chat/,MOBILE,0,6,0,9.5
https://gptbot.uz/uz/instagram-bot-biznes-uchun/,MOBILE,0,1,0,7
https://gptbot.uz/uz/instagram-uchun-ai-menejer/,MOBILE,0,18,0,7.777777777777778
https://gptbot.uz/uz/internet-reklama-toshkent/,DESKTOP,0,1,0,18
https://gptbot.uz/uz/kochmas-mulk-agentligi-uchun-ai-bot/,DESKTOP,0,3,0,6.666666666666667
https://gptbot.uz/uz/ozbekiston-boylab-chat-bot/,DESKTOP,0,1,0,86
https://gptbot.uz/uz/ozbekiston-boylab-chat-bot/,MOBILE,0,1,0,86
https://gptbot.uz/uz/savdoni-avtomatlashtirish/,DESKTOP,0,2,0,18.5
https://gptbot.uz/uz/sayt-uchun-ai-bot/,MOBILE,0,1,0,81
https://gptbot.uz/uz/sayt-yaratish/,DESKTOP,0,29,0,63.10344827586207
https://gptbot.uz/uz/sayt-yaratish/,MOBILE,0,5,0,53.2
https://gptbot.uz/uz/seo-xizmati/,DESKTOP,0,2,0,14.5
https://gptbot.uz/uz/seo-xizmati/,MOBILE,0,1,0,34
https://gptbot.uz/uz/smm-xizmatlari/,DESKTOP,0,10,0,39.8
https://gptbot.uz/uz/smm-xizmatlari/,MOBILE,0,6,0,36.333333333333336
https://gptbot.uz/uz/telegram-bot-biznes-uchun/,DESKTOP,0,1,0,9
https://gptbot.uz/uz/telegram-bot-biznes-uchun/,MOBILE,0,20,0,16.05
https://gptbot.uz/uz/whatsapp-bot-biznes-uchun/,DESKTOP,0,3,0,24.333333333333332
