date,page,clicks,impressions,ctr,position
2026-08-19,https://gptbot.uz/ru/gpt-chat/,2,45,0.044444444444444446,6.355555555555555
2026-08-19,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,2,388,0.005154639175257732,7.775773195876289
2026-08-20,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,2,323,0.006191950464396285,8.102167182662539
2026-08-21,https://gptbot.uz/,2,7,0.2857142857142857,26.428571428571427
2026-08-21,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,25,0.08,4.2
2026-08-21,https://gptbot.uz/uz/gpt-uzbek-tilida/,2,76,0.02631578947368421,6.657894736842105
2026-08-22,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,12,0.16666666666666666,2.916666666666667
2026-08-23,https://gptbot.uz/,2,5,0.4,3.8
2026-08-23,https://gptbot.uz/ru/gpt-chat/,2,80,0.025,6.05
2026-08-24,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,25,0.08,3.92
2026-08-24,https://gptbot.uz/uz/gpt-uzbek-tilida/,2,215,0.009302325581395349,7.088372093023255
2026-08-25,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,23,0.08695652173913043,4.913043478260869
2026-08-25,https://gptbot.uz/uz/gpt-uzbek-tilida/,2,286,0.006993006993006993,7.006993006993007
2026-08-26,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,8,0.25,3.25
2026-08-27,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,2,260,0.007692307692307693,8.246153846153845
2026-08-28,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,6,0.3333333333333333,2.5
2026-08-30,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,2,19,0.10526315789473684,5.631578947368421
2026-08-31,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,25,0.08,4.16
2026-08-31,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,17,0.11764705882352941,5.588235294117647
2026-08-31,https://gptbot.uz/ru/gpt-chat/,2,98,0.02040816326530612,5.285714285714286
2026-08-31,https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,2,7,0.2857142857142857,2.2857142857142856
2026-09-03,https://gptbot.uz/,2,4,0.5,27.5
2026-09-04,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,2,20,0.1,6.1
2026-09-04,https://gptbot.uz/uz/gpt-uzbek-tilida/,2,662,0.0030211480362537764,6.43202416918429
2026-09-05,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,7,0.2857142857142857,4.571428571428571
2026-09-07,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,29,0.06896551724137931,3.7586206896551726
2026-09-09,https://gptbot.uz/,2,8,0.25,2.75
2026-09-09,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,2,8,0.25,9.75
2026-09-09,https://gptbot.uz/ru/gpt-chat-guide/,2,3,0.6666666666666666,2
2026-09-11,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,33,0.06060606060606061,4.757575757575758
2026-09-13,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,2,4,0.5,4
2026-09-13,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,26,0.07692307692307693,2.6538461538461537
2026-09-14,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,21,0.09523809523809523,3.7142857142857144
2026-06-07,https://gptbot.uz/uz/instagram-uchun-ai-menejer/,1,2,0.5,7.5
2026-06-08,https://gptbot.uz/uz/instagram-uchun-ai-menejer/,1,5,0.2,5.6
2026-06-24,https://gptbot.uz/,1,7,0.14285714285714285,4.428571428571429
2026-06-25,https://gptbot.uz/,1,3,0.3333333333333333,1
2026-06-26,https://gptbot.uz/,1,2,0.5,2.5
2026-07-04,https://gptbot.uz/ru/ai-bot-dlya-agentstva-nedvizhimosti/,1,2,0.5,35.5
2026-07-04,https://gptbot.uz/uz/blog/telegram-bot-crm-yoki-menejer/,1,2,0.5,8.5
2026-07-07,https://gptbot.uz/ru/blog/analogi-chatgpt-kotorye-rabotayut-v-uzbekistane/,1,2,0.5,2
2026-07-09,https://gptbot.uz/,1,2,0.5,9
2026-07-11,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,1,1,1,8
2026-07-12,https://gptbot.uz/,1,5,0.2,7.4
2026-07-13,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,6,0.16666666666666666,19.166666666666668
2026-07-13,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,1,4,0.25,6.5
2026-07-14,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,5,0.2,4.4
2026-07-14,https://gptbot.uz/uz/gpt-uzbek-tilida/,1,2,0.5,9
2026-07-15,https://gptbot.uz/,1,7,0.14285714285714285,5.285714285714286
2026-07-21,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,8,0.125,4.5
2026-07-22,https://gptbot.uz/ru/gpt-chat/,1,6,0.16666666666666666,7.166666666666667
2026-07-27,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,5,0.2,5.4
2026-07-28,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,11,0.09090909090909091,5.818181818181818
2026-07-29,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,14,0.07142857142857142,4.214285714285714
2026-08-02,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,3,0.3333333333333333,4.333333333333334
2026-08-03,https://gptbot.uz/,1,2,0.5,3
2026-08-03,https://gptbot.uz/ru/,1,1,1,2
2026-08-03,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,16,0.0625,4.9375
2026-08-03,https://gptbot.uz/uz/,1,1,1,3
2026-08-04,https://gptbot.uz/,1,1,1,1
2026-08-04,https://gptbot.uz/uz/,1,2,0.5,3
2026-08-04,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,1,50,0.02,8.940000000000001
2026-08-05,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,7,0.14285714285714285,3.2857142857142856
2026-08-05,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,1,2,0.5,19.5
2026-08-05,https://gptbot.uz/ru/gpt-chat/,1,21,0.047619047619047616,6.666666666666667
2026-08-05,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,2,0.5,5
2026-08-06,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,1,2,0.5,32.5
2026-08-06,https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,1,1,1,6
2026-08-06,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,8,0.125,3.125
2026-08-06,https://gptbot.uz/ru/gpt-chat/,1,35,0.02857142857142857,5.742857142857143
2026-08-06,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,1,135,0.007407407407407408,9.303703703703704
2026-08-07,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,1,1,1,1
2026-08-07,https://gptbot.uz/uz/chat-bot-biznes-uchun/,1,1,1,8
2026-08-08,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,6,0.16666666666666666,5.666666666666667
2026-08-08,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,2,0.5,5.5
2026-08-09,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,3,0.3333333333333333,3
2026-08-09,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,1,2,0.5,6
2026-08-09,https://gptbot.uz/ru/javob/,1,1,1,9
2026-08-09,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,1,140,0.007142857142857143,7.521428571428571
2026-08-10,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,18,0.05555555555555555,4.166666666666666
2026-08-10,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,3,0.3333333333333333,2.666666666666667
2026-08-10,https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,1,2,0.5,7.5
2026-08-11,https://gptbot.uz/ru/gpt-chat/,1,32,0.03125,6.09375
2026-08-12,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,13,0.07692307692307693,3.4615384615384617
2026-08-12,https://gptbot.uz/ru/chat-bot-v-samarkande/,1,1,1,22
2026-08-12,https://gptbot.uz/ru/gpt-chat/,1,40,0.025,5.625
2026-08-12,https://gptbot.uz/uz/gpt-uzbek-tilida/,1,36,0.027777777777777776,6.583333333333333
2026-08-13,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,11,0.09090909090909091,4.363636363636363
2026-08-13,https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,1,1,1,2
2026-08-14,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,1,1,2
2026-08-14,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,1,4,0.25,7
2026-08-15,https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,1,4,0.25,8.25
2026-08-15,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,7,0.14285714285714285,3.4285714285714284
2026-08-15,https://gptbot.uz/uz/gpt-uzbek-tilida/,1,26,0.038461538461538464,6.3076923076923075
2026-08-16,https://gptbot.uz/,1,5,0.2,60.2
2026-08-16,https://gptbot.uz/ru/ai-bot-dlya-biznesa/,1,1,1,26
2026-08-16,https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,1,12,0.08333333333333333,28.416666666666668
2026-08-16,https://gptbot.uz/uz/blog/chatgpt-talabalar-uchun/,1,2,0.5,2.5
2026-08-16,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,1,149,0.006711409395973154,7.416107382550336
2026-08-17,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,18,0.05555555555555555,3.6666666666666665
2026-08-17,https://gptbot.uz/ru/gpt-chat/,1,41,0.024390243902439025,5.853658536585366
2026-08-17,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,1,272,0.003676470588235294,7.761029411764706
2026-08-17,https://gptbot.uz/uz/gpt-uzbek-tilida/,1,58,0.017241379310344827,7.310344827586207
2026-08-18,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,1,2,0.5,24.5
2026-08-18,https://gptbot.uz/ru/gpt-chat/,1,52,0.019230769230769232,6.019230769230769
2026-08-18,https://gptbot.uz/uz/blog/bepul-sayt-yaratish-yoki-buyurtma/,1,1,1,11
2026-08-18,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,15,0.06666666666666667,3.8666666666666667
2026-08-19,https://gptbot.uz/,1,2,0.5,4
2026-08-19,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,1,1,1,18
2026-08-19,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,7,0.14285714285714285,4.285714285714286
2026-08-19,https://gptbot.uz/uz/gpt-uzbek-tilida/,1,50,0.02,7.84
2026-08-20,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,1,1,1,8
2026-08-20,https://gptbot.uz/ru/blog/prodvizhenie-sayta-v-google-uzbekistan/,1,2,0.5,43
2026-08-20,https://gptbot.uz/ru/gpt-chat/,1,58,0.017241379310344827,6.327586206896552
2026-08-21,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,9,0.1111111111111111,2.4444444444444446
2026-08-21,https://gptbot.uz/uz/blog/chatgpt-claude-gemini-ozbekistonda/,1,1,1,5
2026-08-21,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,1,309,0.003236245954692557,7.627831715210356
2026-08-22,https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,1,3,0.3333333333333333,9
2026-08-22,https://gptbot.uz/ru/gpt-chat/,1,57,0.017543859649122806,5.350877192982456
2026-08-22,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,1,20,0.05,6.25
2026-08-22,https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,1,5,0.2,3.4
2026-08-23,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,10,0.1,3.7
2026-08-23,https://gptbot.uz/ru/razrabotka-saytov-tashkent/,1,2,0.5,70
2026-08-23,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,9,0.1111111111111111,5.666666666666667
2026-08-23,https://gptbot.uz/uz/gpt-uzbek-tilida/,1,164,0.006097560975609756,7.213414634146342
2026-08-24,https://gptbot.uz/ru/ai-prodavec/,1,1,1,4
2026-08-24,https://gptbot.uz/uz/blog/chat-bot-nima-turlari-va-qanday-tanlash/,1,1,1,4
2026-08-25,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,1,9,0.1111111111111111,3.3333333333333335
2026-08-25,https://gptbot.uz/ru/blog/stoimost-i-pakety-smm-uslug-v-tashkente/,1,4,0.25,7.75
2026-08-26,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,15,0.06666666666666667,3.533333333333333
2026-08-26,https://gptbot.uz/ru/gpt-chat/,1,98,0.01020408163265306,5.673469387755102
2026-08-27,https://gptbot.uz/ru/,1,9,0.1111111111111111,29.22222222222222
2026-08-27,https://gptbot.uz/ru/blog/besplatnyy-chat-bot-chto-realno-besplatno/,1,1,1,2
2026-08-27,https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,1,11,0.09090909090909091,10.090909090909092
2026-08-27,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,24,0.041666666666666664,3.9583333333333335
2026-08-27,https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,1,1,1,2
2026-08-27,https://gptbot.uz/uz/blog/chat-gpt-uzbek-biznes-uchun/,1,2,0.5,3.5
2026-08-27,https://gptbot.uz/uz/blog/chatgpt-claude-gemini-ozbekistonda/,1,9,0.1111111111111111,6.333333333333333
2026-08-27,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,22,0.045454545454545456,10.181818181818182
2026-08-28,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,1,104,0.009615384615384616,8
2026-08-28,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,15,0.06666666666666667,5.666666666666667
2026-08-29,https://gptbot.uz/,1,10,0.1,3.6
2026-08-29,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,1,19,0.05263157894736842,3.210526315789474
2026-08-29,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,1,21,0.047619047619047616,6.761904761904762
2026-08-30,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,1,3,0.3333333333333333,6
